order_item_id,order_id,product_id,quantity,price_per_unit
135,73,B0B1F6GQPS,4,979.38
136,73,B0974H97TJ,2,291.88
137,74,B0B31BYXQQ,1,1383.54
138,75,B0BNDRK886,2,182.35
139,76,B076B8G5D8,4,795.8
140,77,B017NC2IPM,2,1765.19
141,77,B085HY1DGR,1,94.68
142,77,B00YMJ0OI8,3,2102.83
143,78,B08LVVTGZK,4,915.22
144,79,B08WD18LJZ,4,245.18
145,80,B0B8CHJLWJ,3,295.45
146,80,B07222HQKP,5,640.34
147,80,B07DL1KC3H,3,285.76
148,81,B08P9RYPLR,4,122.83
149,82,B0B8CXTTG3,1,16175.17
150,82,B07W9KYT62,3,2390.86
151,82,B08WRBG3XW,2,194.63
152,83,B09HSKYMB3,5,7755.86
153,83,B01MY839VW,2,546.76
154,83,B012MQS060,3,1244.54
155,84,B0BMFD94VD,1,193.95
156,84,B07DJLFMPS,1,361.62
157,84,B07ZKD8T1Q,4,1445.31
158,85,B09KRHXTLN,4,1059.28
159,85,B0B8SSC5D9,5,913.06
160,86,B08SJVD8QD,2,376.22
161,86,B09YLFHFDW,1,1583.99
162,87,B08WKG2MWT,4,377.91
163,88,B08RZ12GKR,2,208.8
164,88,B08L7J3T31,2,374.81
165,88,B08J4PL1Z3,5,674.9
166,89,B09T37CKQ5,4,237.82
167,89,B078JF6X9B,3,3584.82
168,90,B07LGT55SJ,2,395.23
169,91,B07YCBSCYB,1,1938.14
170,92,B0819ZZK5K,4,1090.51
171,93,B07XLML2YS,1,2384.8
172,94,B07BRKK9JQ,4,1287.56
173,94,B07TCN5VR9,4,326.98
174,94,B09T2S8X9C,2,22946.51
175,95,B09DDCQFMT,3,1298.24
176,95,B015GX9Y0W,2,1192.92
177,95,B0B14MR9L1,2,16473.21
178,96,B0B8SRZ5SV,1,944.59
179,97,B09ZPM4C2C,5,10642.82
180,97,B0B8ZM9RVV,1,410.38
181,97,B0981XSZJ7,5,292.32
182,98,B08DDRGWTJ,3,226.82
183,99,B09Q5P2MT3,2,24553.64
184,99,B08MC57J31,3,1449.23
185,99,B07989VV5K,5,952.27
186,100,B0BF563HB4,2,1764.97
187,100,B07HK53XM4,3,265.74
188,100,B0B6F98KJJ,4,21675.92
189,101,B086PXQ2R4,4,158.75
190,101,B00GE55L22,5,289.94
191,102,B07P681N66,2,1147.46
192,102,B00SMJPA9C,4,490.88
193,102,B0B9959XF3,3,12198.97
194,103,B00LVMTA2A,1,222.4
195,103,B00YMJ0OI8,2,2134.23
196,103,B08M66K48D,1,285.15
197,104,B09BN2NPBD,2,1671.89
198,105,B0BBFJLP21,2,13601.88
199,105,B082LSVT4B,5,244.08
200,105,B095K14P86,2,584.14
201,106,B0123P3PWE,1,978.25
202,107,B015ZXUDD0,4,469.57
203,107,B0B7B9V9QP,3,18997.76
204,107,B075DB1F13,1,1473.57
205,108,B013B2WGT6,1,1070.37
206,108,B083T5G5PM,4,1453.43
207,109,B06XFTHCNY,2,428.7
208,109,B01M6453MB,2,2212.65
209,110,B078JBK4GX,3,2586.79
210,110,B09R83SFYV,4,1411.62
211,111,B0B8VQ7KDS,2,1245.21
212,111,B0814P4L98,4,336.68
213,111,B09CYTJV3N,5,4371.9
214,112,B083M7WPZD,2,3150.89
215,112,B09F6S8BT6,4,13117.37
216,112,B09KRHXTLN,4,1020.13
217,113,B09V12K8NT,5,1465.29
218,113,B08VB34KJ1,5,15239.05
219,114,B098NS6PVG,2,194.83
220,114,B07SRM58TP,5,1649.05
221,114,B00MFPCY5C,2,38.09
222,115,B0B31FR4Y2,4,1946.69
223,115,B0BP89YBC1,3,1435.46
224,116,B00H3H03Q4,2,1074.91
225,116,B0BDS8MY8J,3,198.13
226,116,B0B1F6GQPS,5,996.98
227,117,B07YNTJ8ZM,1,522.36
228,118,B08CYPB15D,4,685.07
229,118,B0BC8BQ432,5,53146.9
230,118,B08CZHGHKH,5,488.59
231,119,B08RZ12GKR,3,210.59
232,120,B07VTFN6HM,4,5468.65
233,120,B07MDRGHWQ,1,5436.93
234,121,B08WRKSF9D,3,6186.85
235,121,B08MWJTST6,1,275.85
236,122,B07F366Z51,2,914.35
237,122,B07WJV6P1R,4,15129.23
238,122,B09YV42QHZ,4,1466.11
239,123,B0BL11S5QK,2,1600.39
240,123,B078KRFWQB,2,2454.34
241,124,B085HY1DGR,2,94.55
242,124,B07XLCFSSN,1,869.33
243,124,B07924P3C5,5,285
244,125,B09FHHTL8L,2,82.85
245,125,B08R69VDHT,1,112.54
246,126,B00KIDSU8S,2,1933.5
247,126,B0BNLFQDG2,2,890.08
248,127,B07TXCY3YK,5,2217.76
249,127,B09YDFDVNS,2,1258.84
250,128,B094JNXNPV,4,295.75
251,129,B0B3D39RKV,2,33680.07
252,129,B00NH11KIK,4,208
253,129,B09HQSV46W,5,21051.83
254,130,B07J2NGB69,3,612.32
255,130,B09QS9X16F,3,12995.19
256,131,B0B466C3G4,3,8883.31
257,131,B078JT7LTD,5,5933.65
258,132,B07XJWTYM2,4,1616.52
259,132,B00H3H03Q4,4,1104.17
260,133,B08WD18LJZ,3,244.59
261,134,B0971DWFDT,1,325.72
262,134,B09XJ5LD6L,4,23135.86
263,135,B08J7VCT12,5,6973.62
264,135,B0746N6WML,3,327.34
265,135,B01KK0HU3Y,3,876.83
266,136,B09NL4DJ2Z,4,135.85
267,136,B09RF2QXGX,4,67.72
268,136,B00GHL8VP2,2,3458.49
269,137,B0B2931FCV,2,974.9
270,137,B0856HY85J,4,1722.93
271,138,B00N1U7JXM,5,87.62
272,138,B07T4D9FNY,3,660.72
273,139,B095JPKPH3,4,61295.74
274,140,B08C7TYHPB,3,658.33
275,140,B09KGV7WSV,4,2025.62
276,140,B0B3JSWG81,3,198.97
277,141,B09F9YQQ7B,3,13833.22
278,141,B07WKBD37W,1,410.53
279,141,B09L8DSSFH,1,386.26
280,142,B08VFF6JQ8,2,1182.48
281,142,B07NKNBTT3,1,788.33
282,142,B07H1S7XW8,2,84.78
283,143,B07GPXXNNG,5,344.79
284,143,B07F366Z51,4,903.72
285,144,B085CZ3SR1,5,496.68
286,144,B0B4KPCBSH,3,235.64
287,145,B08YRMBK9R,1,3177.88
288,145,B082LZGK39,2,189.68
289,145,B0B5GF6DQD,3,2415.92
290,146,B07JF9B592,2,455.02
291,147,B0BJ6P3LSK,1,4997.11
292,147,B082LZGK39,5,195.6
293,147,B07CD2BN46,2,409.57
294,148,B08K4RDQ71,4,333.98
295,148,B08L4SBJRY,2,341.96
296,149,B01I1LDZGA,3,1470.55
297,150,B081FG1QYX,1,335.57
298,151,B07RY2X9MP,3,585.83
299,152,B08CDKQ8T6,2,149.39
300,152,B08JQN8DGZ,3,1291.53
301,152,B0BBN56J5H,4,6222.46
302,153,B0BDS8MY8J,1,190.15
303,153,B09ZQK9X8G,4,2926.58
304,153,B00LHZW3XY,2,120.15
305,154,B073BRXPZX,1,279.5
306,154,B08GYG6T12,4,432.38
307,154,B07JPX9CR7,5,568.34
308,155,B081NHWT6Z,1,288.9
309,155,B081B1JL35,3,1021.55
310,155,B07GNC2592,3,579.35
311,156,B0B53QFZPY,4,1279.42
312,156,B07YR26BJ3,2,1147.19
313,157,B07JH1CBGW,4,623.03
314,157,B08XNL93PL,1,1346.55
315,157,B00HVXS7WC,2,1998.77
316,158,B07KR5P3YD,3,444.2
317,159,B0BBN56J5H,1,6257.67
318,159,B07YFWVRCM,4,2204.03
319,160,B08GM5S4CQ,1,6730.51
320,161,B00GHL8VP2,5,3341.25
321,161,B08S74GTBT,1,783.88
322,161,B09TMZ1MF8,2,1659.77
323,162,B07F366Z51,2,941.04
324,163,B09LHYZ3GJ,5,16933.51
325,164,B08QSDKFGQ,1,334.67
326,164,B08Y7MXFMK,1,1061.13
327,165,B08VRMK55F,2,389.82
328,165,B09ZVJXN5L,4,774.67
329,165,B08ZHYNTM1,1,2817.93
330,166,B08RZ5K9YH,2,963.06
331,167,B08H6CZSHT,3,2802.64
332,167,B08JV91JTK,1,470.45
333,167,B0B2DJDCPX,2,205.42
334,168,B09MMD1FDN,2,337.99
335,169,B08MCD9JFY,2,760.9
336,169,B08KHM9VBJ,2,2052.08
337,170,B0B2DJ5RVQ,4,663.35
338,171,B084BR3QX8,2,144.37
339,171,B078W65FJ7,1,832.29
340,172,B0972BQ2RS,1,2410.64
341,173,B08FTFXNNB,1,478.89
342,173,B08YRMBK9R,2,3171.24
343,173,B08BCKN299,2,117.88
344,174,B0BNDRK886,1,177.83
345,174,B08K9PX15C,2,844.19
346,175,B09VL9KFDB,1,2360.4
347,175,B09VKWGZD7,4,4626.34
348,175,B09L835C3V,5,190.51
349,176,B0B2DZ5S6R,4,734.21
350,177,B09QGZM8QB,2,383.31
351,177,B078JDNZJ8,4,3511.66
352,178,B07F1T31ZZ,1,237.59
353,179,B0BR4F878Q,2,1426.06
354,179,B08VGFX2B6,5,169.54
355,179,B09NL4DJ2Z,4,135.87
356,180,B0117H7GZ6,4,239.26
357,180,B00LZLPYHW,4,133.13
358,180,B07QMRHWJD,1,284.8
359,181,B0B21XL94T,4,21455.47
360,181,B09X5HD5T1,4,223.13
361,182,B09NR6G588,1,1183.44
362,182,B09N6TTHT6,2,86.21
363,182,B0B9RZ4G4W,3,761.31
364,183,B07JNVF678,2,345.66
365,183,B085194JFL,4,265.13
366,184,B09H3BXWTK,5,583.86
367,184,B0B8ZWNR5T,2,75.19
368,184,B08CNLYKW5,3,1677.32
369,185,B09N6TTHT6,5,87.2
370,185,B09RX1FK54,4,387.03
371,185,B0BMGB3CH9,1,9046.48
372,186,B082LSVT4B,2,246.27
373,186,B07TXCY3YK,4,2156.48
374,187,B07DKZCZ89,2,113.46
375,187,B08MCD9JFY,4,768.64
376,187,B08RDWBYCQ,1,536.42
377,188,B0117H7GZ6,5,247.61
378,189,B0B997FBZT,3,34328.05
379,189,B01LWYDEQ7,2,190.05
380,189,B0BDYVC5TD,1,924.52
381,190,B07H5PBN54,2,964.56
382,191,B00GGGOYEK,5,249.09
383,192,B07L3NDN24,2,493.91
384,193,B071R3LHFM,1,2861.35
385,194,B00LM4X3XE,4,88.76
386,194,B08G8H8DPL,1,3122.66
387,194,B09BW2GP18,5,124.08
388,195,B0B3N8VG24,4,87.96
389,195,B01L7C4IU2,4,2155.05
390,195,B08F47T4X5,5,87.88
391,196,B09XX51X2G,2,436.17
392,196,B07VZYMQNZ,1,1123.72
393,196,B097RJ867P,1,8514.61
394,197,B00GG59HU2,1,466.22
395,197,B0B6F98KJJ,4,21401.45
396,198,B098QXR9X2,1,2444.1
397,199,B078HG2ZPS,2,3493.83
398,199,B0B7L86YCB,5,156.64
399,199,B003B00484,1,386.46
400,200,B084N18QZY,3,592.97
401,200,B0BP89YBC1,3,1451.17
402,200,B0B298D54H,4,257.32
403,201,B07LDN9Q2P,3,862.13
404,202,B084MZYBTV,4,574.62
405,202,B07D2NMTTV,2,3118.79
406,203,B07VQGVL68,5,288.43
407,203,B09G5TSGXV,2,247.66
408,204,B0BMVWKZ8G,1,1934.47
409,204,B081B1JL35,4,1003.6
410,205,B08CZHGHKH,1,479.51
411,205,B00P0R95EA,4,493.99
412,206,B00YMJ0OI8,5,2051.17
413,207,B07MKMFKPG,2,6707.1
414,207,B087FXHB6J,3,671.65
415,207,B093QCY6YJ,1,285.17
416,208,B00AXHBBXU,2,519.02
417,208,B0BHYJ8CVF,2,1119.94
418,209,B09KGV7WSV,1,2093.9
419,209,B098NS6PVG,4,189.76
420,209,B07LG59NPV,1,872.75
421,210,B083RCTXLL,3,669.8
422,210,B08HVL8QN3,5,1102.21
423,210,B0BHNHMR3H,5,479.71
424,211,B07NKNBTT3,4,767.33
425,211,B00NFD0ETQ,1,1921.38
426,212,B08WLY8V9S,5,411.76
427,212,B00R1P3B4O,5,532.19
428,213,B09NJN8L25,5,57.16
429,213,B09JS562TP,2,1383.57
430,214,B09Q5SWVBJ,2,15421.68
431,215,B07F366Z51,2,912.36
432,215,B07SYYVP69,1,796.46
433,216,B01LY9W8AF,2,985.43
434,216,B09GFLXVH9,5,6427.34
435,217,B0977CGNJJ,1,5749.34
436,218,B08VRMK55F,1,383.5
437,218,B07K2HVKLL,3,609.4
438,219,B08D64C9FN,2,567.61
439,220,B0B15GSPQW,2,46674.26
440,220,B09JKNF147,3,330.75
441,220,B0BLC2BYPX,5,486.02
442,221,B09JPC82QC,1,19086.55
443,222,B0BHYLCL19,4,189.64
444,222,B08MTLLSL8,4,385.73
445,223,B095K14P86,5,576.6
446,223,B09H3BXWTK,3,583.34
447,223,B00TI8E7BI,4,2638.63
448,224,B075K76YW1,2,937.94
449,224,B09DDCQFMT,1,1240.96
450,224,B08L879JSN,5,6018.81
451,225,B08PFSZ7FH,1,289.37
452,225,B00K32PEW4,5,523.04
453,226,B095244Q22,2,240.37
454,226,B08DPLCM6T,3,13241.68
455,226,B08WKCTFF3,2,872.32
456,227,B07XJWTYM2,1,1611.85
457,228,B09G2VTHQM,3,571.18
458,229,B01GFTEV5Y,4,1677.32
459,229,B0BF54972T,5,1718.35
460,230,B08QHLXWV3,5,6582.14
461,230,B08GTYFC37,1,10132.97
462,231,B07WGPKTS4,5,13752.81
463,231,B08WRKSF9D,5,6191.45
464,231,B08ZHYNTM1,2,2895.82
465,232,B093ZNQZ2Y,1,244.56
466,232,B07V5YF4ND,4,291.52
467,232,B07WHQWXL7,3,15492.11
468,233,B07WG8PDCW,2,333.56
469,234,B07GXHC691,2,98.02
470,234,B00NFD0ETQ,5,1902.92
471,234,B0B4T6MR8N,3,88.38
472,235,B08SKZ2RMG,1,469.16
473,235,B09CMP1SC8,5,192.14
474,236,B09YV463SW,2,1459.74
475,237,B09GFN8WZL,3,368.85
476,237,B0765B3TH7,3,194.06
477,237,B09VC2D2WG,2,461.84
478,238,B07H3N8RJH,1,3753.13
479,238,B08TT63N58,3,477.87
480,238,B09CTWFV5W,2,7198.71
481,239,B0B59K1C8F,3,178.2
482,239,B09YHLPQYT,3,235
483,239,B09MMD1FDN,5,332.77
484,240,B0BF54LXW6,1,1788.26
485,240,B00NNQMYNE,3,293.46
486,240,B0123P3PWE,4,990.61
487,241,B08PPHFXG3,2,171.43
488,242,B09T39K9YL,5,19120.56
489,242,B00DJ5N9VK,5,145.46
490,242,B09YLXYP7Y,3,175.4
491,243,B0BCKWZ884,5,539.43
492,243,B07WDK3ZS6,2,14919.1
493,244,B09DG9VNWB,1,11633.77
494,245,B09YV463SW,5,1468.86
495,245,B082LSVT4B,3,244.79
496,245,B008YW8M0G,5,766.29
497,246,B09NFSHCWN,3,1125.28
498,247,B08BJN4MP3,3,13624.4
499,247,B0BN6M3TCM,1,496.87
500,248,B097RN7BBK,4,471.88
501,248,B07TC9F7PN,2,8474.33
502,248,B09YV4RG4D,1,1448.68
503,249,B08MTLLSL8,2,380.33
504,249,B08Y5QJXSR,5,3429.06
505,250,B08VS3YLRK,4,514.53
506,250,B07R99NBVB,1,245.17
507,251,B0B3JSWG81,1,196.08
508,251,B0B4F1YC3J,2,13793.46
509,252,B098LCVYPW,2,334.55
510,252,B09NFSHCWN,3,1133.77
511,253,B07LDN9Q2P,2,867.9
512,254,B0B5GJRTHB,2,874.5
513,255,B0BD3T6Z1D,3,12631.05
514,256,B0B15GSPQW,1,47729.8
515,257,B084PJSSQ1,5,1244.97
516,257,B08LPJZSSW,3,396.46
517,257,B07QCWY5XV,1,573.7
518,258,B0B296NTFV,3,287.71
519,259,B0BNLFQDG2,4,896.84
520,260,B0B8SSC5D9,5,933.26
521,260,B081FJWN52,1,329.27
522,261,B099S26HWG,5,285.12
523,261,B09CTRPSJR,3,209.24
524,262,B008QS9J6Y,5,1952.29
525,262,B0B4F3QNDM,2,13793.69
526,263,B0BCZCQTJX,2,1384.6
527,263,B086WMSCN3,3,1157.04
528,264,B08SJVD8QD,5,371.87
529,265,B08WJ86PV2,1,296.91
530,266,B092R48XXB,4,18238.69
531,267,B09JFR8H3Q,5,206.2
532,267,B0B3NDPCS9,2,3917.75
533,268,B07FJNNZCJ,2,8680.21
534,269,B09ND94ZRG,4,1067.83
535,269,B08LW31NQ6,2,1410.22
536,270,B098R25TGC,1,1268.95
537,270,B09V175NP7,1,1466.67
538,270,B0B53NXFFR,5,1387.44
539,271,B08QHLXWV3,5,6739.31
540,272,B07L8KNP5F,2,572.85
541,273,B08CF3B7N1,2,149.57
542,273,B091JF2TFD,2,486.83
543,274,B0BG62HMDJ,3,479.08
544,274,B094YFFSMY,5,392.51
545,275,B07WGPKMP5,3,14885.77
546,275,B0BDYW3RN3,5,1899.75
547,275,B0B82YGCF6,5,871.19
548,276,B09YLXYP7Y,3,173.94
549,276,B09XB1R2F3,2,177.32
550,277,B09LHZSMRR,5,16299.15
551,277,B078XFKBZL,5,598.34
552,278,B016XVRKZM,2,3208.24
553,278,B07JW1Y6XV,1,385.83
554,279,B0B2PQL5N3,5,225.79
555,279,B0BF57RN3K,3,1781.64
556,279,B0BCKJJN8R,4,3528.6
557,280,B0B6F7LX4C,5,13597.87
558,280,B08JW1GVS7,4,2165.23
559,280,B08L12N5H1,2,2023.79
560,281,B0BNLFQDG2,4,921.55
561,281,B08P9RYPLR,1,125.16
562,282,B00ABMASXG,5,533.68
563,282,B0BC8BQ432,1,52794.27
564,283,B0B84QN4CN,5,631.5
565,283,B00GZLB57U,2,237.4
566,283,B09CTRPSJR,3,216.29
567,284,B07Q4NJQC5,5,290.09
568,284,B089BDBDGM,4,218.59
569,284,B07GLNJC25,5,320.92
570,285,B08BJN4MP3,1,13310.53
571,285,B08HF4W2CT,1,1555.63
572,285,B09LQH3SD9,4,992.62
573,286,B09QGZFBPM,1,391.44
574,286,B0BP7XLX48,2,380.66
575,286,B0BBW521YC,3,98
576,287,B01MQZ7J8K,3,726.24
577,287,B0BLV1GNLN,3,6301.41
578,287,B01MF8MB65,3,664.05
579,288,B09SZ5TWHW,4,1525.96
580,289,B08P9RYPLR,3,125.03
581,290,B01M265AAK,2,3563.38
582,290,B09GFLXVH9,3,6489.14
583,291,B09BL2KHQW,1,225.42
584,291,B00EYW1U68,3,1589.64
585,291,B0BMZ6SY89,1,868.62
586,292,B00LM4X0KU,5,99.28
587,292,B09MDCZJXS,2,1186.47
588,292,B09939XJX8,3,344.88
589,293,B09VH568H7,3,117.96
590,294,B08C7TYHPB,4,645.23
591,295,B0989W6J2F,4,1586.99
592,295,B0B7FJNSZR,1,5158.8
593,295,B0BDRVFDKP,3,564.58
594,296,B0BMVWKZ8G,4,1952.91
595,297,B0BDYVC5TD,3,952.98
596,297,B00VA7YYUO,1,96.6
597,298,B08FYB5HHK,5,1177.83
598,298,B09LHZSMRR,4,16356.86
599,298,B0811VCGL5,1,9899.94
600,299,B08WJ86PV2,2,291.71
601,299,B085HY1DGR,1,94.14
602,299,B0B217Z5VK,1,1711.01
603,300,B0B25LQQPC,4,3232.47
604,301,B07W6VWZ8C,1,883.2
605,301,B09YLYB9PB,5,147.21
606,301,B07Q4NJQC5,2,292.93
607,302,B09GYBZPHF,4,1121.66
608,302,B0814P4L98,2,334.31
609,302,B08LHTJTBB,4,580.65
610,303,B09QGZFBPM,4,397.91
611,304,B09SJ1FTYV,3,192.08
612,305,B08YRMBK9R,4,3183.23
613,306,B07H3N8RJH,5,3653.24
614,306,B00LOD70SC,2,169.74
615,306,B0BBFJLP21,3,13436.36
616,307,B00NFD0ETQ,1,1942.81
617,307,B00GE55L22,2,290.75
618,308,B01LWYDEQ7,3,192.05
619,309,B09Y5FZK9N,4,775.55
620,309,B01NBX5RSB,4,765.77
621,310,B09TMZ1MF8,3,1661.53
622,311,B07GVGTSLN,5,323.4
623,311,B0912WJ87V,5,2329.04
624,311,B07LDPLSZC,4,827.28
625,312,B00H3H03Q4,3,1108.15
626,312,B07Z53L5QL,3,539.39
627,313,B07YL54NVJ,2,531.27
628,313,B0B3XXSB1K,4,46660.98
629,313,B0B7FJNSZR,1,5337.6
630,314,B09ZTZ9N3Q,4,1016.97
631,315,B08CFJBZRK,2,3129.62
632,315,B076B8G5D8,4,759
633,315,B0711PVX6Z,3,173.82
634,316,B015ZXUDD0,3,469.34
635,317,B083RCTXLL,3,649.96
636,318,B07WDK3ZS6,1,15326.15
637,318,B09LMMFW3S,1,224.67
638,319,B00KIDSU8S,5,1970.78
639,320,B07966M8XH,3,1548.84
640,320,B09MDCZJXS,2,1182.57
641,321,B08LPJZSSW,3,393.46
642,322,B07RX42D3D,3,259.78
643,323,B0B3JSWG81,2,191.5
644,323,B0148NPH9I,2,2628.62
645,323,B08HQL67D6,4,597.25
646,324,B07GLS2563,1,1180.03
647,325,B0B1NX6JTN,5,1556.34
648,326,B081FG1QYX,3,334.52
649,326,B002SZEOLG,3,733.46
650,326,B0B16KD737,1,8424.41
651,327,B07D2NMTTV,5,3149.33
652,328,B099FDW2ZF,1,1224.72
653,328,B096NTB9XT,1,15268.46
654,328,B07SY4C3TD,3,586.55
655,329,B08RZ5K9YH,1,969.12
656,329,B01MQZ7J8K,3,723.23
657,329,B07T5DKR5D,4,145.05
658,330,B07Z51CGGH,4,5400.8
659,331,B071VNHMX2,5,2065.73
660,331,B07JW9H4J1,4,387.26
661,331,B00ZYLMQH0,2,536.58
662,332,B07LDPLSZC,3,836.78
663,332,B08QSC1XY8,5,377.41
664,332,B083RD1J99,1,321.21
665,333,B078JT7LTD,2,5898.53
666,333,B00K57MR22,2,6028.62
667,333,B071VMP1Z4,2,379.12
668,334,B09RMQYHLH,1,12939.38
669,334,B0756K5DYZ,4,3137.81
670,334,B0148NPH9I,5,2597.81
671,335,B075DB1F13,1,1430.03
672,335,B0746JGVDS,2,337.74
673,335,B09P8M18QM,5,1360.49
674,336,B00VA7YYUO,3,95.58
675,336,B09Q8HMKZX,2,255.78
676,337,B071113J7M,1,5769.48
677,338,B07YR26BJ3,3,1159.41
678,338,B0BMFD94VD,3,193.58
679,339,B08Y1TFSP6,5,142.95
680,340,B014SZO90Y,2,252.92
681,340,B08RHPDNVV,2,234.02
682,341,B00V9NHDI4,1,2776.37
683,341,B089BDBDGM,4,213.93
684,341,B08K4PSZ3V,4,338.77
685,342,B0B12K5BPM,2,1007.24
686,342,B0B65MJ45G,1,138.43
687,343,B09T39K9YL,3,19354.37
688,343,B082LSVT4B,4,238.99
689,343,B07CWDX49D,5,641.62
